Title,Description,Labels
Salmonella Outbreak Sparks Massive Trader Joe's Recall - Samantha Laturno,Salmonella Outbreak Sparks Massive Trader Joe's Recall  Samantha Laturno,1
Avian flu outbreak raises a disturbing question: Is our food system built on poop? - Los Angeles Times,Avian flu outbreak raises a disturbing question: Is our food system built on poop?  Los Angeles Times,1
Trader Joe's recalls basil tied to a salmonella outbreak - NPR,Trader Joe's recalls basil tied to a salmonella outbreak  NPR,1
Whooping cough outbreak reported at a Montgomery County high school - NBC Philadelphia,Whooping cough outbreak reported at a Montgomery County high school  NBC Philadelphia,1
Salmonella Outbreak Sparks Recall Expansion Amid Threat-to-Life Warning - Newsweek,Salmonella Outbreak Sparks Recall Expansion Amid Threat-to-Life Warning  Newsweek,1
CDC warns of Salmonella outbreak linked to fresh basil - University of Minnesota Twin Cities,CDC warns of Salmonella outbreak linked to fresh basil  University of Minnesota Twin Cities,1
Oysters served in Mission Valley linked to California norovirus outbreak - NBC San Diego,Oysters served in Mission Valley linked to California norovirus outbreak  NBC San Diego,1
Salmonella Outbreak Sparks Massive Trader Joe's Recall - Newsweek,Salmonella Outbreak Sparks Massive Trader Joe's Recall  Newsweek,1
New E. coli O157:H7 outbreak detected - Food Safety News,New E. coli O157:H7 outbreak detected  Food Safety News,1
Measles Outbreak Map Reveals Where Cases Are Spiking - Newsweek,Measles Outbreak Map Reveals Where Cases Are Spiking  Newsweek,1
"Weather forecast predicts multi-day severe weather outbreak, NWS says - USA TODAY","Weather forecast predicts multi-day severe weather outbreak, NWS says  USA TODAY",1
Salmonella outbreak linked to item sold at Trader Joe’s in 29 states - KGET 17,Salmonella outbreak linked to item sold at Trader Joe’s in 29 states  KGET 17,1
"What illnesses are going around? RSV, COVID-19, influenza, measles outbreak, plus avian flu news - American Medical Association","What illnesses are going around? RSV, COVID-19, influenza, measles outbreak, plus avian flu news  American Medical Association",1
"Disease outbreak coverage requires context, risk communication - Association of Health Care Journalists","Disease outbreak coverage requires context, risk communication  Association of Health Care Journalists",2
Avian flu in cattle is spreading; scientists want more data on H5N1 - STAT - STAT,Avian flu in cattle is spreading; scientists want more data on H5N1 - STAT  STAT,1
Retrospective genomic characterization of the 2020 Ebola outbreak - Medical Xpress,Retrospective genomic characterization of the 2020 Ebola outbreak  Medical Xpress,1
Investigation Details | Listeria Outbreak Linked to Queso Fresco and Cotija Cheese | CDC - CDC,Investigation Details | Listeria Outbreak Linked to Queso Fresco and Cotija Cheese | CDC  CDC,1
"Opinion | The H5N1 Outbreak Is Not a Test Run, It's a Warning Shot - Medpage Today","Opinion | The H5N1 Outbreak Is Not a Test Run, It's a Warning Shot  Medpage Today",1
Denmark reports fatal multi-year Listeria outbreak - Food Safety News,Denmark reports fatal multi-year Listeria outbreak  Food Safety News,1
Counterfeit Botox blamed in 9-state outbreak of botulism-like illnesses - CBS News,Counterfeit Botox blamed in 9-state outbreak of botulism-like illnesses  CBS News,1
FDA issues warning about oysters imported from Korea linked to norovirus outbreak - Food Safety News,FDA issues warning about oysters imported from Korea linked to norovirus outbreak  Food Safety News,2
"Trader Joe's basil recall, salmonella concerns: 29 states affected - USA TODAY","Trader Joe's basil recall, salmonella concerns: 29 states affected  USA TODAY",1
FDA shifts approach to investigation into lead poisoning outbreak traced to applesauce - Food Safety News,FDA shifts approach to investigation into lead poisoning outbreak traced to applesauce  Food Safety News,1
What you need to know about the latest outbreak of dengue fever - PBS NewsHour,What you need to know about the latest outbreak of dengue fever  PBS NewsHour,1
Rep. Torres calls for reforms at HHS after mpox outbreak - Spectrum News NY1,Rep. Torres calls for reforms at HHS after mpox outbreak  Spectrum News NY1,1
Salmonella outbreak traced to basil sold at Trader Joe's - WBAY,Salmonella outbreak traced to basil sold at Trader Joe's  WBAY,1
CDC: Salmonella outbreak linked to basil sold at Trader Joe's - Fox Carolina,CDC: Salmonella outbreak linked to basil sold at Trader Joe's  Fox Carolina,1
"U.S. measles cases reach 125 this year, topping 2022's large outbreaks - CBS News","U.S. measles cases reach 125 this year, topping 2022's large outbreaks  CBS News",1
Salmonella outbreak linked to contaminated basil sold at Trader Joe's - WGME,Salmonella outbreak linked to contaminated basil sold at Trader Joe's  WGME,1
300 Measles Cases Forecasted in 2024 — Precision Vaccinations News - Precision Vaccinations,300 Measles Cases Forecasted in 2024 — Precision Vaccinations News  Precision Vaccinations,1
CDC Issues Alert on Salmonella Outbreak Linked to Contaminated Basil - Franklin County Free Press,CDC Issues Alert on Salmonella Outbreak Linked to Contaminated Basil  Franklin County Free Press,2
US measles elimination status threatened due to 2024 outbreak: CDC report - ABC News,US measles elimination status threatened due to 2024 outbreak: CDC report  ABC News,1
Santa Cruz County shigella outbreak ‘closed’ but monitoring continues - Santa Cruz Sentinel,Santa Cruz County shigella outbreak ‘closed’ but monitoring continues  Santa Cruz Sentinel,1
"Trader Joe's recalls basil amid salmonella outbreak, investigation - ABC News","Trader Joe's recalls basil amid salmonella outbreak, investigation  ABC News",1
WGS doesn't lie - E. coli outbreak linked to Raw Milk Cheese - Marler Blog,WGS doesn't lie - E. coli outbreak linked to Raw Milk Cheese  Marler Blog,1
London's 76 Measles Cases Surpass Chicago's Outbreak — Precision Vaccinations News - Precision Vaccinations,London's 76 Measles Cases Surpass Chicago's Outbreak — Precision Vaccinations News  Precision Vaccinations,1
Dave's Sushi responds to MTN questions one year after fatal illness outbreak - KBZK News,Dave's Sushi responds to MTN questions one year after fatal illness outbreak  KBZK News,1
Salmonella Outbreak Linked to Charcuterie Meats | CDC - CDC,Salmonella Outbreak Linked to Charcuterie Meats | CDC  CDC,1
13 tornadoes confirmed in Iowa from Tuesday’s severe weather outbreak - KWQC,13 tornadoes confirmed in Iowa from Tuesday’s severe weather outbreak  KWQC,1
"Trader Joe's Recalls Fresh Basil in 29 States and Washington, D.C. Due to Salmonella Outbreak - Yahoo News UK","Trader Joe's Recalls Fresh Basil in 29 States and Washington, D.C. Due to Salmonella Outbreak  Yahoo News UK",1
Trader Joe's recalls basil in several states including Tennessee after salmonella outbreak - WTVC,Trader Joe's recalls basil in several states including Tennessee after salmonella outbreak  WTVC,1
CDC declares deadly Listeria outbreak over; cheese from Rizo-López was cause - Food Safety News,CDC declares deadly Listeria outbreak over; cheese from Rizo-López was cause  Food Safety News,1
"Bogus Botox poisoning outbreak spreads to 9 states, CDC says - Ars Technica","Bogus Botox poisoning outbreak spreads to 9 states, CDC says  Ars Technica",1
Trader Joe's basil recall: Salmonella outbreak reported - 9News.com KUSA,Trader Joe's basil recall: Salmonella outbreak reported  9News.com KUSA,1
"Midland Animal Shelter confirms distemper outbreak, sets deadline - Midland Reporter-Telegram","Midland Animal Shelter confirms distemper outbreak, sets deadline  Midland Reporter-Telegram",1
Trader Joe's recall: Salmonella outbreak linked to organic basil has sickened people in 7 states - Fast Company,Trader Joe's recall: Salmonella outbreak linked to organic basil has sickened people in 7 states  Fast Company,1
A look back at the April 1958 severe weather outbreak - News 13 Orlando,A look back at the April 1958 severe weather outbreak  News 13 Orlando,1
Stigma Hits Many Patients Affected by Mpox Outbreak - HealthDay,Stigma Hits Many Patients Affected by Mpox Outbreak  HealthDay,1
Salmonella infections return to pre-pandemic levels in England - Food Safety News,Salmonella infections return to pre-pandemic levels in England  Food Safety News,1
CDC: Salmonella Outbreak Linked to Charcuterie Meats - CDC,CDC: Salmonella Outbreak Linked to Charcuterie Meats  CDC,1
Trader Joe's basil linked to salmonella outbreak — what to know about the foodborne illness - New York Post,Trader Joe's basil linked to salmonella outbreak — what to know about the foodborne illness  New York Post,1
"13 tornadoes confirmed in Iowa from April 16, 2024 severe weather outbreak - KWQC","13 tornadoes confirmed in Iowa from April 16, 2024 severe weather outbreak  KWQC",1
"WHO warns of bird flu outbreak in mammals, CDC downplays it - KCRW","WHO warns of bird flu outbreak in mammals, CDC downplays it  KCRW",1
Salmonella outbreak linked to Trader Joe's fresh basil - Madison.com,Salmonella outbreak linked to Trader Joe's fresh basil  Madison.com,1
Outbreak Investigation of Listeria monocytogenes: Queso Fresco Cotija - FDA.gov,Outbreak Investigation of Listeria monocytogenes: Queso Fresco Cotija  FDA.gov,1
Salmonella outbreak found in Trader Joe’s product in KS - KSNT News,Salmonella outbreak found in Trader Joe’s product in KS  KSNT News,1
Deadly severe weather outbreak strikes South as New Orleans faces Flash Flood Emergency - Fox Weather,Deadly severe weather outbreak strikes South as New Orleans faces Flash Flood Emergency  Fox Weather,1
Is it safe to drink milk and eat chicken? What precautions to take during the bird flu outbreak - CNN,Is it safe to drink milk and eat chicken? What precautions to take during the bird flu outbreak  CNN,1
"Severe Weather Possible In Midwest, South - The Weather Channel","Severe Weather Possible In Midwest, South  The Weather Channel",1
Trader Joe’s issues recall on basil tied to salmonella outbreak - PIX11 New York News,Trader Joe’s issues recall on basil tied to salmonella outbreak  PIX11 New York News,2
Salmonella outbreak causes Trader Joe’s to recall a Miami firm’s herbs in 29 states - Miami Herald,Salmonella outbreak causes Trader Joe’s to recall a Miami firm’s herbs in 29 states  Miami Herald,1
"Outbreak Linked to Morel Mushroom Exposure — Montana, 2023 | MMWR - CDC","Outbreak Linked to Morel Mushroom Exposure — Montana, 2023 | MMWR  CDC",1
Major mpox outbreak in the Democratic Republic of Congo is a worry to disease docs - NPR,Major mpox outbreak in the Democratic Republic of Congo is a worry to disease docs  NPR,1
Trader Joe's removes Infinite Herbs basil from shelves after salmonella outbreak - 953mnc.com,Trader Joe's removes Infinite Herbs basil from shelves after salmonella outbreak  953mnc.com,1
Measles Outbreak: Vital Updates for Your Practice - Medscape,Measles Outbreak: Vital Updates for Your Practice  Medscape,1
"Measles outbreak Illinois 2024: Virus spread has significantly subsided in city; officials say vaccine, testing helping - WLS-TV","Measles outbreak Illinois 2024: Virus spread has significantly subsided in city; officials say vaccine, testing helping  WLS-TV",1
Organic basil sold at Trader Joe’s linked to salmonella outbreak - MassLive.com,Organic basil sold at Trader Joe’s linked to salmonella outbreak  MassLive.com,1
Lab chief faces sentencing in Michigan 12 years after fatal US meningitis outbreak - Yahoo! Voices,Lab chief faces sentencing in Michigan 12 years after fatal US meningitis outbreak  Yahoo! Voices,1
"Notes from the Field: Measles Outbreak — Cook County, Illinois, October–November 2023 | MMWR - CDC","Notes from the Field: Measles Outbreak — Cook County, Illinois, October–November 2023 | MMWR  CDC",1
Bird flu outbreak in Kerala: District on high alert - The Times of India,Bird flu outbreak in Kerala: District on high alert  The Times of India,1
Chicago's Measles Outbreak Shows Signs of Ebbing; City Reports 63 Cases Amid Statewide Upsurge - Hoodline,Chicago's Measles Outbreak Shows Signs of Ebbing; City Reports 63 Cases Amid Statewide Upsurge  Hoodline,1
Large Community Outbreak of Legionnaires Disease Potentially Associated with a Cooling Tower — Napa County ... - CDC,Large Community Outbreak of Legionnaires Disease Potentially Associated with a Cooling Tower — Napa County ...  CDC,1
"Measles — United States, January 1, 2020–March 28, 2024 | MMWR - CDC","Measles — United States, January 1, 2020–March 28, 2024 | MMWR  CDC",1
"Mpox Outbreak — Los Angeles County, California, May 4–August 17, 2023 | MMWR - CDC","Mpox Outbreak — Los Angeles County, California, May 4–August 17, 2023 | MMWR  CDC",1
Trader Joe's organic fresh basil recalled in 29 states after salmonella outbreak - KFDI,Trader Joe's organic fresh basil recalled in 29 states after salmonella outbreak  KFDI,1
